hindi_text	mundari_text
डॉ. जयाचंद्रन और सुलागिट्टी नरसम्मा जैसे कई प्रेरक व्यक्तित्व हैं, जिन्होंने समाज में सब की भलाई के लिए अपना जीवन समर्पित कर दिया।	डॉ.जयाचंद्रन अर सुलागिट्टी नरसम्मा लेका चिमिन-चिमिन व्यक्तित्व को मेना कोआ,ओकोन को समाज रे सोबेन कोअः भलाई मेन्ते अपनअः जीदन को सोमपव केदा।
संभवत:, इतिहास में यह अपनी तरह का सबसे बड़ा जन-कल्याण कार्यक्रम है।	होबा दड़िवआः, इतिहास रे नेया अपन लेकन सोबेन कोवाते मरङ जन-कल्याण कार्यक्रम तना।
मैं भी उठ खड़ा हो गया।	अइंगओःगे बिरिद् तिगु जना।
इसलिए तीन दिन के लिए हम आगे पीछे करेंगे।	एना मेनते अपि मा’लङ अयर तयोमेअ।
ओको कहानिको लंदा पोसा मेन्ते गे बइअकना, एन कहानिको लंदा पोसा कहानिको कजिओ: तना।	जिन कहानियों को हँसने के लिए बनाया गया है, उन कहानियों को ही हास्य-कथा कहा जाता है।
रूइटोला झगड़ा करते समय क्या क्या कहूंगी इसके बारे में सोच रही है।	रूइटोलादो एपेरङतनरे चिलका चिलकाइङ कजिअ मेनतेए उड़ुःबड़ातना।
यह अक्सर किताबों की दुकानों के साथ होता है।	नेआ जाआनाओ किताब दोकान लोः होबाओआ।
बुधनी - अभी ही कहा गया है कि लड़के बच्चों का मूल्य दिया जाता है कहके।	बुदुनि - नाअःगे कजिजना, कोड़ा होनकोअः गोनोङ ओमोअ मेनते।
अरे अरे हंकर प्रेतात्मा,	हेला हेला, हंकर बोंगा,
है जहाँ हमारा नृत्य गत्यात्मक एवं शक्तिशाली हो जाता है।	मेनाः कोताः रे आलेआः सुसुन सेनेकड़ा ओड़ोः पेड़ेआन होबाओःआ।
हर अरब डॉलर की कंपनी के पीछे है एक	सोबेन अरब डॉलर कम्पनी तायोम रे मिआद
इन हादसों में अब तक हजारों जाने जा चुकी हैं।	एनका तेगे एनतारे हजार बी होडोको गोए जानाको।
एक दिन तो उनका भाईया लोगों ने बोला की।	मुसिंङ दो बाउ ते तको मेन केदा।
राष्ट्रीय आपदा कोष का ट्रस्ट बनाने का निर्णय	दिसुम रिंगा खाजना रआः समइति बाइ रआः फएसला
डोंका बातों को अन्त करने के बाद उससे पूछ रही है- ‘‘किसके साथ, डोंका फिर से दो जोड़ी गीत गाना चाह रहे हो ?’’	डोंका जगर टुनडुकेद्चिइ मेतअइतना, “ओकोए लोः, हइ डोंका, ओड़ोः बर जुड़ि लेकाबेन मोने’अ?”
फिर उस गाने को प्रदीप सरकार ने सुन लिया था।	ओड़ो: मिसा एना दुरंग प्रदीप सरकार अयुम केदा।
तृतीयक क्षेत्रक में जैव-प्रौद्योगिकी, सूचना प्रौद्योगिकी आदि सरीखी विभिन्न नयी सेवाएँ सामने आ रही हैं।	तृतीयक क्षेत्र रे जैव-प्रौद्योगिकी, सूचना प्रौद्योगिकी एमन को लेका रोकोम रेअः नवा सेवा को हिजुः तना।
आजकल तो बहुत सारे Start-ups भी स्थानीय Products को बढ़ावा दे रहे हैं।	तिसिंङ गपा दो बहुत सागी Start-UPS भी स्थानीय products को बढ़ावा ओम जदा।
काले खां इधर से फुरसत पाकर नमाज पढ़ने लगा।	काले खां नेते ते फंरसाईत नमकेद् नमाज पढ़व एटेःयनाए।
सरदार वल्लभभाई पटेल के प्रति उनके ह्रदय में जो आस्था है, श्रद्धा है, उसको, प्रकट किया और अब तो वहाँ Cactus Garden, butterfly Garden, Jungle Safari, Children Nutrition Park, एकता Nursery, ऐसे अनेक आकर्षण के केंद्र लगातार विकसित होते चले जा रहे हैं और इससे स्थानीय अर्थव्यवस्था को भी बढ़ावा मिल रहा है और लोगों को रोज़गार के नए-नए अवसर भी मिल रहे हैं |	सरदार वल्लभभाई पटेल नातेन अकोआ जी कुड़ाम रे जे आस्था मेनागा, मनातिङ मेनागा, एनाके लेल रिका केदाको ओड़ोः नाआदो एनतअः Cactus Garden, Jungle Safari, Children Nutrition Park, एकता नर्सरी Nursery, ने लेकान इसु पुरअः जी कुड़ाम रचागोः लेकान केन्द्र को जनव दिपिला हरा मता अर मरंङ इदियोअ् तना ओड़ोः नेयाते एन टयद रेन बासिदा होड़ो कोआ कामि उदम को हरा मता इदियोअ तना ओड़ोः होड़ो कोके कामी-उदम रअः नवा-नवा होरा को नम इदियोअ् तना।
इस घटना से गाँवों में मातम छा गया।	नेआ होबालेनाः ते हातु रे सोबेनको दुकुजाना।
रोमानिया के तट के निकट जेली मछली	रोमानिया रेन तट जपा रे जेली हाइ
अपने नए वीडियो के अनन्य शुभारंभ प्रस्तुत	अया: नवा वीडियो र:अ एटा: एटा: शुभारंभ प्रस्तुत
मुंशी - गरीब आदमी लाया कि धनी आदमी ?	मुनसि - रेंगेः होड़ोम अउतःइअ चि धनि होड़ोम अउतअःइअ ?
हमारे परिवार में तो मैंने ही पढ़ना शुरू किया है। अब तो मुसझे छोटी लड़की भी पढ़ रही है।	आले ओड़ाअ: रेदो आञगे पाड़ाओ एटेगा कनिः दो। नाः दो अइङाते हुड़िङ दांगिड़िओएः पाड़ाव ओताना।
वह येसु के चचेरा भाई था।	इनिः येसुआः हुड़िङआबाआः होनतेकोड़ा ताइकेनाएः
वापस गाँव लौटे तो गणेश जी के दर्शन करने गए।	हातु हिजु: रूआड़ा जन चि गणेश जी दर्शन नगेन सेनो: जना ले।
प्रेत- ‘‘मैं इसी आस-पास का हूं।’’	नगे - अइङ नेतअः कोरेनिःगे ।
इनके लिए रात के समय कोई कानून निकालने से ही दुरुस्त होंगे।	निकिङ मेनते निदा दिपिलि जान अइन उड़ुङलेरे एनङकिङ कबुउःअ ।
करीब एक महीना से बाजार का निर्ख बिगड़ा हुआ है।	करीब मिद चांडुः आते पीटि रआः टायाद बागड़ओआकाना।
उमडी क़ल थी मिट आज चली।	दालोबलेना होला तिसिङ मेटाओ जाना।
इनका वोट ही सबसे बड़ा जिताऊ फैक्टर है।	इनि:अ वोट गी सोबना:अते मरंग जिताऊ फैक्टर तनअ:
शायद दसवीं करके सिलाई कढ़ाई का कोर्स किया था उसने।	होबा दड़िओअ इनि दस कलास पास केआते लिजा: तुकुइ रेआ कमि इतुकेना।
जेशन - आईं हाके तेईं पाड़ा: केना, आईं कापि तेईं मा: किया; नेरे हाके ओड़ो: कापि करण हेके।	जैसे - मैंने कुल्हाड़ी से लकड़ी फाड़ा , मैं कुल्हाड़ी से काटा; यहाँ कुल्हाड़ी करण कारक है।
तो वैसे ही मेरा रूचि बढ़ गया।	ने लेकान आञा: सानाङ को हारा इदि जाना।
ऐसा नहीं होने पर बाराती रूठ तक जाते हैंे।	नेका का होबाजानरे बाराती को हांड़ाओ को हांड़ाओआ।
इससे ज्यादा से ज्यादा लोगों को लाइवलीहुड मिले।	नेआते पुराः ते पुराः होड़ोको आसुलेन तेआः नामोःका।
हसा मेला का दिन आने पर. युवक युवतियां नये कपड़ों को निकाल रहे हैं और कोई चार आना पैसा मांग रहा है, कोई आठ आना।	हसा बुरू तेबअःजन हुलड. दो दंगड़ा दंगिड़िको नवा लिजअःकोको उडुड.जदा अद् ओकोनिः उपुन गनडा पएसाए असितना ओकोनिः इरल गनडा।
उन्हें विशेष तौर पर बढ ावा देना चाहिए।	इनिः बिनगाते उसकुर लागातिङा।
पाताल में जाकर उसने मिट्टी को अपनी सूंढ़ में दबोचा और बाहर चला, लेकिन सारी मिट्टी गल गई, बाहर आकर उसने कहा, स्वामी धरती भी नहीं बनी और मेरा एक पैर भी टूट गया अब तो मुझे जाति से बाहर रहना पड़ेगा।	बरनकिङ ककड़कोम तः ते किङसेनोः जन आद् नम किः चि किङ कजि ऐय -अमा कड़कोय चनः चातन? कड़कोम मेतद् किङ् अए-क गोमके जेतः कञ् कमि तन।
तीन विधायकों में एक उनकी बेटी पंकजा है।	अपि विधायक को रेमियद् इनिःआ होनते कुड़ि पंकजा तनिः।
प्रत्येक राज्य का एक उच्च न्यायालय होता है।	सोबेन राइज रेअः मियद उच्च न्यायालय तइना।
मीटरों की क्वालिटी पर भी सवाल उठ रहे हैं।	मीटरकोआः क्वालिटी रे ओ कुनुलि राकाबोःताना।
एक मां से आता है और एक पिता से।	मिआद एंगाते हिजुगा ओड़ो: मिआद आपुते।
जो आपकी इच्छा हो सो कहिए।	ओकोआ आमा:इच्छा मेना: एना काजिमे।
आप इस साल को कैसे विदा कर रहे हैं, नए साल में क्या कुछ करने वाले हैं, ये भी जरुर बताइये और हाँ ये कभी मत भूलना कोरोना अभी गया नहीं है।	अपे ने सिरमा के चिलका पे बिदा जदा, नवा सिरमा रे चिनअः जांनअः पे रिकाया, नेआ ओ जरूड़ु उदुबाइंञपे ओड़ोः हे नेआ अलोपे रिड़िङएआ कोरोना नअः कए सेना कना।
असल में मैं आत्महत्या करने नहीं आया था।	सरते कजिदो अइंग गो:ए मेनते दो‌ कांइग हिजु: लेना।
दुकुरा ने कहा- अब, मिश्रित चावल तैयार किया जाये।	दुकुरा मेकेदा, “नाअःदो सुड़िलेटेः तेअरोःका।
भक्त की मदद जगन्माता तो हमेशा करती रहती हैं।	भक्तकोआ देंगा जगन्माता दो जानाओ जानावे: रिकाएआ।
खैर अब हम उस कमी को पूरा कर रहे हैं।	जेगे होबाओः नाःदो आले एन घाटिले पुराओजादा।
बड़े खतरनाक किस्म के होते हैं ऐसे प्रशंसक।	बेसे का ठीक लेकन को होबा दङिओ:आ लेकन हेड़ेम जगर तनको।
समिति की Report से हमें उनके लिए बेहतर योजनाएं बनाने में मदद मिलेगी।	समइति रअः Report ते अबुके इनकुअः मेनते बुगिन जोजना बबइ रे देंगा नमोआ:।
राजकुमार, बच्चे की चतुराई , शेर भी लड़की , कांड़ा लिटा आदि सभी हैं।	राजा होन को, होनः चतुर, कुलाओ कुड़ि, कांड़ा लिटा, एमना को मेनाः।
सनातनी पुरोहितों ने उन्हें लाठियों से पीटा।	सनातन पुरोहित को इनकु ड़ंड़ा ते को दल जा: को तइकेना
सीसीटीवी कैमरे का सेटअप भी नहीं मिला है।	सीसीटीवी कैमरारा: सेटअपो का नामा:काना।
लेकिन एक बात में मैं सन्देह मालूम करता हूँ।	मेनदो मिअद् कजिरे अड़अः उड़ुःइङ अटकरजदा ।
हल्की गैसें जैसे-हीलियम एवं हाइड्रोजन यहीं से अंतरिक्ष में तैरती रहती हैं।	रबल गैस को चिलका चि-हीलियम ओड़ोः हाइड्रोजन नेताः ते गे सिरमा रे ओटङ बियिुर तना।
अगर पानी शांत है, तो चीज़ें कितनी ही गहरी क्यों न हों, दिखाई देती हैं।	जदि दअ: असतिर गेअ, तोबे जिनिए को चिमिनङ गे बितर रे तयुःका एना लेलो: गेअ।
लेकिन तब सौ ही मैं भी लूंगी।	मेनदो आइञो सौ टाकागे आगुया।
उधर संताल वीरभूम जिले के करीब आधे हिस्से को अपने कब्जे मे ले लिया।	नेते संताली को वीरभूम जिला रेअः करीब आधा हिस्सा अकोअः कब्जा रेको अउअः कद तइकेना।
बारहवीं शताब्दी में एक बृहत् संस्कृत काव्य भी रचा गया, जिसमें कश्मीर पर शासन करने वाले राजाओं का इतिहास दर्ज है।	गेक बारिया शताब्दी रे मियद मरड. लेका संस्कृत काव्य को बइला:, एना रे कश्मीर रे शासन लेद् राजा कोअः इतिहास ओलाकना।
इसके बाद दूसरा वैद्य को खोजा गया और जडी बुटियों को खोजकर उनको मालिश किया। अब पहला वैद्य और नया वैद्य आपस में बातचीत कर रहे हैं।	एनते एटअः बुइदि नमजना, अद् रे‘दको नमकेेद् चिइ गोसोःकिःअ। नाअःदो निदा बुइदि अद् नवानिःकिड. जगरतना अकिड. अकिड.रे।
"जंगल का खजाना हम लूटते नहीं हैं।"""	"बिर रअः खुरजि अले कले रे'रेगा।"""
ऊपर से तुम कुछ नहीं समझ पाओगे।	चेतान ते आम जेताना काम बुजाओ दाड़िआ।
कंपनी की एमडी सुनीता कश्यम से बातचीत	कंपनी रेन एमडी सुनीता कश्यप लो जपागर
और चोरी में जो मजा है वो और कहां।	आर कुमबुड़ु रे नेका रासिका मेनाः ओकोआ एटाः रे बानोः।
लोचोन- मैं खरीद दूंगा शायद, लेकिन पैसा नहीं है।	लोचोन - किरिङ दोइङ किरिङएअ होनङ; पएसा बनोअ।
ऐसे दुष्ट को कौन घर रखना चाहेगा।	नेकान मुदाइ को ओकोए जोगाव सानाङा।
मिल की राय में ब्रिटिश शासन भारत को सभ्यता की राह पर ले जा सकता था।	नेअ कमि मेनते जरूड़ तइकेना चि भारत रे यूरोप रेन कोअः जोवर-जगर, सुसन-टुरङ संस्थान को कानून को एटेगोःक।
उसके बाद जंगल की बुढ़िया को भेज दिया।	एना ते बिर बिुड़िआए कुल किआ।
लेकिन हमारा घर दिख रहा है, वर्षा के शुरूआत होने के साथ घर की कंडिया गिरने लगेंगे, खपड़े गिरेंगे और इस तरह से सबकुछ भींग जायेगा।	मेनदो ओड़अः तबु लेलोःतना; उयुः दअः लोः बताको उयुगोअ, केचोः उयुगोअ, अद् सोबेतअः लुमोअ।
कई इलाकों में भवनों को नुकसान पहुंचा है।	चिमिन इलाका कोरआः ओड़ाःको नोकसान जाना।
देश के नौजवानों के भविष्य को बनाने के लिए।	दिसूम रेन दंगड़ा कोआ भविष्य बाइ मेनते।
अब इ जगह रहने के काबिल नहीं है........	अब ई जगह रहने के काबिल नहीं है.....
इस बीमारी के लक्षण एकदम आम हैं।	नेआ रुआरा: लक्षण जा गे मेना:।
कभी-कभी इन कार्यों को करने के लिए छोटे लड़के या लड़कियों को काम पर रख लिया जाता है।	मुसिङ-मुसिङ ने कामिको कामिरेङाःमेनते हुड़िङहोनको कारेदो कुड़िहोनको कामिमेनतेको दोजादकोओ ताइकेना।
यह तो मैं बताऊँगा अथवा नहीं।	एना दोइङ उदुबेअ चि काइङ उदुबेअ ?
उनदोनों के बैठ जाने के बाद, दुरगा, बुढ़िया से कह रहा है-‘‘ दो बड़ी बड़ी बातों को तुमने छोड़ दिया है।’’	इनकिड. दुब्जनचि, दुरगा बुडित्र्प्रए मेतत्र्प्रइतना, “बरित्र्प्र मपरड.कजिगेम बगेकेदा।”
ये गुण तुम्हारी सुन्दरता को बढ़ाता है।	ने गुन आमाः सुनुगाड़ाएः हाराएआ।
लेख पढ़ें विश्व जल दिवस पर मिलें वर्षा जल मित्र	ओनोलको पाड़ाओपे दुनिया राः दाःनेएग रे, नापामपे जारगिदाः गातिको लोः
भाषा और यथार्थ में अंतर नहीं होता।	जगर अर यथार्थ रे जेतान अंतर बानो।
कला नगर पहुंच चुकी है बाल ठाकरे की अंतिम यात्रा।	कला नगर को तेबा: केदाए बाल ठाकरेअ: टुड़ु होनोर।
सतना- हां दीदी, आप सब बाघ जाति के लोग तो खाते हैं।	"सतना-""हे दइ, अपे कुला जाति दोपे जो 'मा दड़।"""
लकड़हारे को भूख ज्यादा लगी थी इसलिए आग में पका हुआ आलू उठाया।	दरू मआः निः पुरअ: रेंगे जइ तइकेना एना मेनते सेंगेल रे इसिना कद आलूए हलङ केदा।
वेबस्टर बैंक ग्रेट डिप्रेशन के दौरान	वेबस्टर बैंक ग्रेट डिप्रेशन बेड़ा रे।
कोई मतदाता गंदगी से प्रभावित होकर वोट नहीं देता।	जेतन मतदाता को एद्कन लेलते कको भोट संजुया।
हिन्दी में लिखने को ऑफलाइन टूल	हिंदी ते ओल नागेन ऑफलाइन टूल।
तदनुसार जीवन गढना होता है।	एन लेका ते जिनिद बईएन होबावा
छः महीने बाद मैं रुपये दूँगा।	तुरि चनड़ुः तयोमते टकाइङ ओमेअ ।
मार्क टली को पद्म भूषण सम्मान	मार्क टलीके पदमभूषण सम्मान।
आपका कुदु और आपका बुढ़ा बुटुका, दोनों अपने कसूर के कारण से मारे गये हैं, आदमी बने रहने पर किसी ने भी कुछ नहीं किया, आप बेकार में हमलोगों पर क्रोधित हो रहीं हैं।	अमअः कुदुओड़ोः हड़ममे, बुटुका अकिङअः कसूर तेकिङ गोएःजना; होड़ोअकनतेदो, जेतए काए जेता रिकाकेद्किङअ; समागेम कदरबअलेतना।
बाकी बचा टुकड़ा एक दोस्त ने अपने पास रख लिया।	सारेःलेन खानड मिआद सोङगे आपान ताः जोगाओकेदाएः।
उस पर किसी का हुक्म नहीं चलता।	इनिः चेतानरे जांएआः हुकुम का चालाओआ।
मैं नहीं खाउंगी !’’	काइञत्र्प्रःगेत्र्प्र!”
औरतों को ज्यादा इज्जत मिलती है कि मर्दको?	कुड़िको पुरअः मइनको नमजद् चि कोड़ाको ?
ओझा- और एक-एक रूपया आप दोनों नहीं दे सकते हैं क्या ?	देओंड़ां - ओड़ोः मिमिद् टका काबेन गोः दड़िअ?
चमड़े की आँख से आप भगवान् को नहीं देख सकते।	हारताः रआः मेदते आम सिङबोंगा काम लेल दाड़िआः।
महफिल में खानकाही कब्बालों ने अपने पाकीजा कलाम पढ़े।	महफ़िल रे खानकाही कब्बाल को अकोवा: पोवीतर किताब को पढ़व जना
गरीबों के कारण बिरसा को मामा घर अयूबहातु पहुंचा दिया गया।	रेंगेजलाते गे बिरसा के मामुओड़ा आयुब हातु को कुल किआ।
कुण्डली कर्मों के लेखेजोखे का सूचना पत्र है।	कुण्डली कामी रअ लेखेजोखा रअ सूचना पत्र मेना।
कुछ दिनों से इधर लिखना का जुलुम आया है, लेकिन बहुत लिखने की भावना जागृत नहीं हुई है।	ने हुड़िङ दिना तेद नेसा ओल कोरेआ जुलुङ हिजुः तना, मुनदो पुराः का।
कुमार की आवाज़ में एक बाप का विश्वास था।	कुमाराः आड़ाङ रे मिआद आपुआः बिसुआस ताइकेना।
इस खटिया का कितना दाम है?	ने पारकोम दो चिमिन गोनोङ?
एक बार नष्ट होने के बाद उन्हें पुनर्जीवित करना बहुत कठिन है।	मोसा बगड़वकोअः रे एना के बइ रूअड़ा इसु मुसकिल गेअ।
गर्भवती महिलाओं के जीवों में पंद्रह विभिन्न कीटनाशकों	हमंबल होड़ोमो कुड़िकोआ: जीउ रे 15 बिनगा बिनगा कीटनाशक।
अब उन्होने सोचा कि धरती की शोभा के लिये जीव-जन्तुओं की सृष्टि करनी चाहिए।	सुरिगा हई किङ् मेतऐय अमा सुणिः हई ओड़ः रे मेनः मेय चि? सुरिगाः हई मेन केद क गोमके दः डुन्डुः कोञ दरगा तन।
इसका इस्तेमाल क्यों नहीं किया जाता।	नेया रेअः कमि आऊ चिनअः चिका का होबाओः तना।
अनेक क्षेत्रों में, हरित क्रांति के कारण उर्वरकों के अधिक प्रयोग से मिट्टी की उर्वरता कम हो गई है।	हरित क्रांति रअः कारण ते हटि-कुटि इलाका रे इसु पुरअः उर्वरक रअः प्रयोग ते ओते रअः उर्वरता घटव जना।
खरगोशों ने मिलजुलकर सिंह को ढो लाए और उसकी खाल उधेड़ी।	कुलाएको जामाकोआते कुला को गो: आउ कि:आ आर् को उरी पोटा कि:आ।
बिजनेस में बढ़ रहा बेटियों का दबदबा	किरिंग-अकरिंग रे पोसा तना कुड़िहोनकोअः तबे।
दरअसल, यहाँ की मीना गुरुंग और दिवांग होसाई को जब पता चला कि कस्बे में कोई library नहीं है तो उन्होंने इसकी funding के लिए हाथ बढ़ाया।	दरअसल, नेतः रेन मीना गुरूंग ओड़ो दिवांग होसाई तकिन जब लेल केदाकिन चि एन सआ रे मियदो Library बनोः दो निकिन नेया बई मेनते होड़ो कोतःते चंदा को किन जमा केदा।
स्वप्न द्रष्टा थे श्री इन्द्रेश जी।	कुमुलेलतानिः ताइकेनाएः इन्द्रेशजी।
Tourist भी कर रहे हैं और जो tourist destination के स्थान पर स्थाई रूप से रहने वाले लोग भी कुछ न कुछ कर रहे हैं।	Tourist (होनोरोः को होनोःर तना ओड़ोः ओकोन tourist destination रेआः टयद् रे एस्थाई मुटन ते तइन तन होड़ोः कोयओः गे जान जेतना कोकोः रिका जदा।
सुरक्षा परिषद की स्थाई सदस्यता का झुनझुना	सुरक्षा परिषदरा: स्थाई सदस्यतारा: झुनझुना
पर फिर भी देश बचा रहता है।	मेनदो एनरेओ दिसुम बानचाओआकान ताइना।
फिर भी नहीं बढ़ी परिवहन की गति	इमिन रेओ का बढ़ाव जना होड़ोको देज् गाड़ी रेअः सेसेन।
वास्तव में, इन परिजनों का त्याग पूजनीय है |	सरते गे, ने परिजन कोअः त्याग पूजनीय तनअः।
मगर रात के अंधेरे में गणपत राय रास्ता भटक गये और परहेपाट पहुंच गये।	मेन्दो निदा कन तइकेन लेकाते होराए अद् केदा आद् परहेपाट ए तेबअः जना।
एकबहु मद्य का दोना और रसादार के लिए दोना आदि बना रही है, दूसरी बहु पानी लाने चली गयी, उनकी बेटी खाना बना रही है।	मिअद् किमिन इलि पुड़ू ओड़ोः उतु पुड़ःकोए तुकुइः तना; एटः किमिन दो दनः अउतिःजना; होनते कुड़ि मनडितना ।
खाना खाने के बाद फिर से बाइंद बांधना शुरू किया।	मंडि को जोम केद चि ओड़ो पोटोम को एटे केदा।
पांच किमी दूर लोद्रवा यहां की पुरानी राजधानी है।	मोड़े किमी साङगिन लोद्रवा नेताः राः पुरना राजधानी मेनाः।
फिर उन्हें भैंस के सार में डाला गया।	ओड़ोः इनि केड़ाआः बोओः रे सानजुकेदा।
लोगों को कुछ बात रकने को मसाला चाहिए।	होड़ोको जान जागार काजि रआः सुसि लागातिङा
मेकअप करना एक कला है।	मेकअप रिका मिआद कला तनअः।
लेकिन, एक दिन बचपन के उन मौज-मस्ती भरे पलों में बड़ों का दखल हो गया |	मेनदो, मुसिड. हुलाड. होन रेयाः रसिका सोमए रे भपरड. कोवा दखल होबा जाना।
‘जन औषधि केन्द्रों’ के द्वारा सस्ती दवाई की दुकान गरीब के लिये एक बहुत बड़ा आशीर्वाद बनी है।	जन औषधि केंद्र को सअःते कोम गोनोङ ते रानु दोकन रेंगेए होड़ोको मेनते मियाद मरंङ आशीर्वाद बाइआ कना।
निश्चय ही स्टेशन मास्टर को यह लगा कि हम ब्राह्मण बच्चे हैं और वे हमारी मुश्किल को देखकर बड़े परेशान हुए।	जरुड़ु स्टेशन मास्टरे उड़ु केदा चि आले दो जा बमड़े होनको ओड़ो: आए अलेया बलय को लेलकेयते इसु बलय गेः अटकरकेदा ।
बनाने में विद्वान् प्रवृत्त नहीं हुए थे।	नेआ बइ रे विद्वान को कको बलय लेना।
ली दौड़कर डेसिमा की तरफ बढ़ा।	ली निरकेत डेसिमा साः सेनोःजानाएः।
ढुकुरा बूढ़ा - आश्चर्य की बात। ऐसा में तो खाने के लालच से जाने सा मालूम होता है।	दुकुरा हड़म - हेला ! नकारेदो जोम लो'बोते सेनोःजन लेका अटकरोअ !
इस तरह के बातों के फैलने पर और अधिक आदमी जमा होना शुरू हो गये और लकवा से ग्रस्त रोगियों को ले जाने लगे।	नेकन कजिको पसरवजनचि, ओड़ोः पुरअःगे हुनडिनको एटेःकेदा, अद् लंगनअकनको इदिजद्कोअको।
प्रारंभिक अस्सी के दशक में दक्षिण अफ्रीका को	एनेटेः इरालगेल गेनेल रे दक्षिण अफ्रीकाः
तब आया सिंह अरोडा को उनके भाषण पर	एनाते हिजु: लेना सिंह अरोड़ा इनि: भाषण रे।
विशेषज्ञ की मदद के साथ मेरिको	मेरिको विशेषज्ञ कोआ: देंगा लो:ते।
क्या उसे घास देते हो?	चिनअः इनिः तसददेम ओमइ तना ?
में विला। कोई टिप्पणियाँ »	रे विला। जान काजि।
इसी लाठीचार्ज के कारण बाद में लाजपत राय की मृत्यु हो गई थी।	ने डण्डा ते दल रेअः तयोमते लाजपत रायअः गोनोए लेन तईकेना।
इसके बाद मैं पत्नी से कह रहा हूँ- ‘‘तुम औरत जात क्या जानती हो ?	एनतेङ मेतअकोतना, “अपे, कुड़ि जतिको, चेनअःपे इतुअना?
एक खीरे को कुचलकर इसमें थोड़ा सा दूध मिला लें।	मोयोद खीरा कोटे: केआते एनारे हुडिङ लेका तोआ मेसालेम।
साधएअ: ने कजि अयुम केद् ते जेताए काको डीढ़ि केदा।	साध की ये बात को सुनकर किसी ने भी हिम्मत नहीं किया।
यह राजमार्ग परियोजना - भारत के राष्ट्रीय राजमार्ग प्राधिकरण (NHAI) के अधिकार क्षेत्र में है।	ने राजमार्ग परियोजना - भारत रअः राष्ट्रीय राजमार्ग प्राधिकरण के अधिकार क्षेत्र रे मेनअः।
दोनो पक्षो को प्रसन्नता हुई।	बरन गुसिया को रसिका जना।
शादी के बाद माधुरी दीक्षित फिल्मों में फिर सक्रिय हुईं।	आड़ान्दि तायोमते माधुरी दीक्षित सिनमारे ओड़ोएः हिजुःजाना।
पर मेरी पहचान कैसे बनेगी?	लेकिन आञा पहचान चिलका बाइयोआ?
मुझे आप सबकी हजारों चिट्ठियाँ मिली हैं, लाखों सन्देश मिले हैं और मैंने कोशिश की है कि ज्यादा से ज्यादा चिट्ठियों को पढ़ पाऊँ, देख पाऊँ, संदेशों को जरा समझने की कोशिश करूँ।	आञके अपे सोबेन ते हजारो चिट्टिको नमा कना, लाखों सन्देश नमा कना ओड़ो: आञ कोसिस कदाइ चि थिबा ते थिबा चिट्टिको पढ़ा धड़िका, लेल धड़िका, संदेश को कटि बुझावेन रआ कोसिसे एआ।
हांपर एक दूसरे को अभिवादन करने के बाद, डोनडा उन लोगों से कह रहा है - जाईये, आप लोग सकुशल पहुंच जाईये और वहां पर भी अच्छे से रहिए।	एनतअ: रेको जोपोअरजनचि, डोनडा मेतअकोतना, जू, बुगिलेका तेबअ: पे अद् हनरेओ बगि-अकनपे।
जान देकर अपने तीर धनुष से लड़े थे।	जीऊ ओम केद् अएअः अःआ स’र ते लड़ाई केन।
वे कांचीपुरम के पल्लव राजाओं के मातहत थे। उरइयार के चोलवंशीय प्राचीन मुखिया परिवार के विजयालय ने नौवीं सदी के मध्य में मुट्टरियारों को हरा कर इस डेल्टा पर कब्ज़ा जमाया।	इनकु कांचीपुरम रेन पल्लव राजाकोआ: मातहतएः ताइकेना। उर‌इयार रेन चोलवंशीय प्राचीन मुखिया परिवार रेन विजयालय नौवीं सदी रेअः ताला रे मुट्टरियारको के हरव केआते ने डेल्टा रे कब्जा लाः।
