hindi_text	mundari_text
में भी बैठा एक सिपाही है	रे गी दुबाकन मीयद सिपाही मिनाइया
पासपोर्ट सेवा केंद्र से पकड़े गये आठ दलाल	पासपोर्ट सेवा ते इरल दलाल को सब जाना
वे हैदराबाद प्रदेश कांग्रेस के प्रमुख नेता थे।	इनी हैदराबाद कांग्रेस रेन मुद नेता तईकेना
हालांकि एसी उम्मीद नहीं की जाती कि ये अनुप्रयोग	मगर नेकन आसरा का तईकेना गी नेया अनुप्रयोग
हर तरफ खरीददारी हो रही है।	सोबन पड़ खरीदारी होबाओ तना
याद रह जाएगी येह रात करीब आ जाओ।	यईद तई कोवा ने निदा नाडेज हिजु को मे
सर्व सामान्य के हित के लिये	सोबन सामान्य रा हित लगिन
इस लेख में दो संभव समाधान बताये गये हैं।	ने लेख रे बरिया संभव समाधान उदुब कना
कौन चाहेगा ख़मोशी से गुज़र जाये हयात् ॥	ओकोय सनंगा ची हपा हपा ते बिताओ कोवा हयात
किला तीन ओर से गोदावरी नदी से घिरा हुआ है।	किला अपि पारते गोदावरी नाइ ते घेराव कना
मालिश उपचार कर रहे हैं उच्च सटीकता के साथ	बस उपाय लो ते मालिश उपचार तना को
आपका वज़न मुझे ज्यादा लगता है।	अमा वजन आएँग ते थीमबा अटकारो
लैक्टोज असहिष्णुता के लक्षण का कारण बनता है	लैक्टोस असहिष्णुता रा लक्षण रा चीन्हा बईयोगा
दुमुँहपने के सौ तर्जुबों की बुर्जगी से भरे	बरिया मोचा रा सौ तजुर्बा रा सेड़ा ते पेरयकन
ज्यादा रोटी से वैसे क्लोस्ट्रोल बढ़ने की शिकायत।	थीमबा होलोंग ते एनकन कोलेस्ट्रॉल बढ़ाओ रा शिकायत
देर भी काम भर की हो चुकी थी।	देरी हो कामी भइर रा: होबा दड़ी कन तईकेना
शिक्षिका की नियुक्ति पीटीए के तहत बताई जा रही है।	मिस्ट्रेस रा:नियुक्ती पीटीए रा: लेकाते उदुबो:तना
का वार्ता किमाश्चर्यं कः पन्था कश्च मोदते।	चिकन कजी चिकन कजी अचम्बा चिकन होरा हर चिकन
बौने के सामर्थ्य में यह नहीं है।	बौना रा: वश रे नया नहला
उपर्युक्त सभी योग चलित कुंडली पर आधारित हैं।	ने सोबन योग को सेसेन कुंडली रे आधारित मेना:
इसी से यह घाटी द्रोणाश्रम कहलाती है।	ने लेका तेगी ने घाटी द्रोणाश्रम कजीयोगा
हमारे साहब जैसा हाल न हो जाये।	अलेया सायोब लेका हाल आलो होबाओका
मैंने पहले ही उसे कुछ लाने से रोक दिया था।	सिदातगी आइंग इनिं: के जाना आउ लागिन मना लीजइंग
यह त्योहार हर साल सितंबर महीने में मनाया जाता है।	ने पोरोब सोबन साल सितम्बर चंडु: रे मनतीींगोवा
इस मामले में राजस्थान सरकार से रिपोर्ट मिली थी।	ने मामला रे राजस्तान सर्कार ते रिपोर्ट नमाकन तईकेना
बस्तर लोकोत्सव में सांस्कृतिक कार्यक्रमों की रंगारंग	बस्तर लोकोत्सव रे सांस्कृतिक कार्यक्रम रा: रंगारंग
विजयोत्सव की यही शुभ परिणति होनी चाहिए।	जीत रा:ख़ुशी रे नेयागि शुभ परिणाम होबाओ चाही
बेसिक हेल्थ वर्कर परीक्षा में भी हुई धांधली	सामान्य स्वास्थ कर्मी परीक्षा रियो धांधली होबा जना
उस समंदर को कहाँ प्रमाण की ज़रूरत है	ऐन समुन्द्र के प्रमाण रा:चिकेन दरकार मेना
आप अपनी सुविधा के हिसाब से रेजर को चलाएं।	अम अमा: सुविधा लेका ते रेजर के चलय में
मंजिल पर पहुंचकर लगा कि वे काफी थक गये हैं।	आखरी रे सेटेर केते अटकर जना ची इनि बेसे लगा जनय
आश्रम से हम लोग सुबह नौ बजे लौट आये।	आश्रम ते अले सेतअ:नौ बजे जनाले
उस दिन भी मां को छुट्टी मिली थी।	एन हुलांद हो उमा के छूटी नम लेना
उनका कहना था कि मेरा स्वास्थ्य ठीक नहीं है।	इनिआ: कजी तई केना ची आईंआ तबियत बेस बानो
ऎ आसमाँ इतना गुरुर भी अच्छा नही	ऐ सिरमा निमिन घमंड हो बेस नहला
हर शाम मुन्ना को यही तमाशा देखने को मिलता है।	अयूब साँझ सोबन हुलुंग बाबू के ने तमाशा नेनेल नमोवा
उसके सामने बैठे होने को धारण करता हुआ।	इनिया अयूर रे दुबकन लेका धारण तन लेका
मीशा का अस्पताल के मनोरोग विभाग में इलाज चला था।	मिशा गा अस्पताल राअ: मनोरोग विभाग रे इलाज सेसेन लेना
गणतंत्र दिवस के मौके पर कई कार्यक्रम	गणतंत्र दिवस रा: अवसर रे चिमीन कार्यक्रम
तैयारियां चल रही हैं रात के चुनावी दंगल की।	तयारी सेसेन तना अयूब रा:चुनावी लड़ाई रा:
अनुनाद ने उन् हें बधाई की पोस् ट लगाई थी।	अनुवाद इनिइ के बधाई रा:पोस्ट लगव कद तइकेना
बस ऐशली को लेकर उस पर पिल पडीं।	बस एश्ली के ईदीकेते इनिअ: रे घिस जनय
इसका मूल कारण जीवन का वास्तविक ज्ञान नहीं होना है।	नेया रा:मुद कारन जिनीद रा: वास्तविक ज्ञान का तईंन चाही
उनकी खातिर से मै अकेले भुगत लूँगी।	इनिजा:लेका ते अईींग एस्कर भुगताव यईंग
मंहगे भाव से गेहूं खरीदने की शिकायतें भी हैं।	महरंग गोनोंगते गोहोम किरिंग रा: शिकायत हो मेना:
पक्षी हमें क्या सिखा सकते हैं	ओड़े चेडेः को अबू: के चीना: को सिखाओ दड़िया
इस लिए अब सोमवार को खोदाई की जाएगी।	एना मेनते ना: दो सोमवार हुलांग: उरोव्:
मुझपर अचानक सख्ती करने लगते हैं।	अइंआ रे अचका ते सख्तियाय
यह तो अल् टीमेट अनटुथ हो गया।	नेया दो अल्टीमेट अनटुथ होबा जना
ज़रूरी है मेरे जीने के लिए	लगतीींगअ अइंआ जिनीद लगिन
बड़ी मुश्किल से मिलती है कुर्सी।	चिमिन मुश्किल ते नमोवा ने चौकी
जिसके विवाद में आरोपी ने लाठी से मारपीट कर दी।	एन विवाद रे आरोपी दो लाठी ते गी लपड़ाई केना
फ्लैट बिक्री के लिए अल्मरिया स्पेनिश संपत्ति खरीदने का लाभ	फ्लैट अखरिंग लगीन अल्मीरया स्पेनिश सम्पत्ति कीरिंग रा: लाभ
सुबह साढे दस बजे का वक्त।	सेताअ साढ़ें दस बजे राअ समय
इधर सुखदा से बहुत कम बोलते थे।	नेते सुखदा ते बहुत हुडिंग जगर तईकेनाको
इस समय फूल आगरा से मंगाए जा रहे हैं।	ने समय रे बहा आगरा ते आउ तनाको
लेकिन जब तक पगडण्डी से संसद तक कोलाहल है	मगर एन सन पगडण्डी ते संसद जकड़ कौरी मेना
समस्त विश्व का ही कोई आदि था।	सोबन दिशुम रा: गई जाय शुरू तईन केना
आपको व नवदम्पत्ति को बधाई व शुभकामनाएँ	अमके हर नवा कुलगिया किन के बधाई हर शुभकामना
पहले तो वे दोनों फरवरी में शादी करने वाले थे।	सिदा दो बरन किन फ़रवरी रे अड़दिन बाला किन तईकेना
अपने बजट के अनुसार इन्हें खरीद सकते हैं।	अपनअ बजट लेकाते नेयाके कीरींग धड़ियाको
सबसे अधिक प्रचलित कथा मंथन की है।	सोबेना: ते थीमबा प्रचलित कथा मंथन रा: तना:
जेली फिश के विडियो अगली पोस्ट मे यहाँ पर हैं	जेली फिश राआ विडियो अयर पोस्ट रे नेताअ रे मेना
आदेश मिलने के बाद ही होगा बजरी खनन	आदेश नामो राअ तयोम तेगी बजरी खनन होबाओआ
मैंने तरबूज का शरबत उन् हें भी ऑफर किया।	आइंग तरबूज रा: शरबत आय: के हो ऑफर कीजा: इंग
पर लेखक तो रहा हूं हिन्दी का ही।	मगर ओलनि दो ताईकेनाइंग हिंदी रा: गी
हर फायदे की चीज फिक्सिंग नहीं होती।	:सोबेन फायदा रा: सामान फिक्सिंग का ताईना
इससे उनके कॉन्फिडेंस और पावर की झलक मिलती है।	नेया ते इनिआ: विश्वास हर पेड़े: रा: झलक नेलेवा:
यह बात हमारे संज्ञान में आ चुकी है।	ने जगर अलेआ: सरीन रे हिजु चूकव कना
द्रौपदी माता के पैरों की ओर सोई।	द्रौपती एंगा: गा: कटा पाड़ गीति: जनाय
तो भई बारात का स्वागत तो शानदार होना ही है।	ताम बारात रा: स्वागत दो जोरदार होबाओ: चाही
जल्द ही बिलों का भुगतान कर दिया जाएगा।	जल्दी गी बिल कोरा: भुगतान होबावा:
क्या वह तुष्टीकरण नहीं है?	चीना: ऐना तृस्टीकरण नहला
भगवान शिव ने ही तराक का वध किया था।	भगवान शिव गी तारक के गोए: लीजाय:
आख़िर सोचा प्रत्यक्ष ही कर के देख लूँ।	आखरी रे पहन केदइंग समानअंग रे गी नेलालयाइंग
दुबे पड़ाव पर जाम लगा था।	दुबे पड़ाव रे जाम लगाव कन तईकेना
जिसमें किरोसिन का स्टॉक किया जाता है।	ओकोना: रे हसा सुनुम को जमाया:
स्कूल के पास ही नट रहते हैं।	स्कूल रा: नाड़े: रे गी नट को तईना
यह पढ़ने में बड़ा सरल सा लगता है।	नेया पढ़वेन रे चिमीन सहज अटकरोवा
मेरी चूत को पाने की हवस करता है	अंगा: लण्डी के नमय सनंगा
दोनों ही जीव समान रूप से विकास पाते हैं।	बरन जिव किन मीद लेकाते हरान किन
तुम इन दो ध्रुवों के बीच जीते हो।	अम ने बरिया ध्रुव रा: थालारेम जिदिवा
तुम्हारी कहानी में अभी बहुत कुछ होना बाकी है।	अमा: कहानी रे ना: बहोत चीज़ होबाव बचाव कना
जैज धीरे उदास उदास से आत्मा स्टीव रे वॉन	जैज मडिते उदास उदास रे आत्मा स्टीव रे वॉन
प्रत्येक समस्या के नीचे उपसमस्याएँ उपस्थित हो जाती हैं।	सोबेन समस्या रा: लथर उप समस्या हिजुआ:
और ज़िंदगी को भरपूर जीने का उत्साह।	ओड़ो: जिनीद के भरपूर जिदेन रा: रसिका
विना डेल मार एक और ई पर रहते हैं	विना डेल मार मियाद हर ई रेकीन ताईना
लगा कि कोई इतना भी काम कर सकता है।	अटकर जना ची जय को निमिन कामी को दड़िया
जहां मनमीत ने अपने निशां पांवों के छोड़े थे	जहाँ मनमीत दो आया: चीन्हा कटा: रा: बगी: ला:आय
भक्ति माने प्रभुमय हो जाना।	भक्ति मेन ले दो प्रभुमय बईकेन
प्रेमचन्द का पात्र सूरदास अन्धा था।	प्रेमचंद रा: पात्र सूरदास अन्धरा तई केना
सतारा हाईस्कूल में भी अलग बेच पर बैठना था।	सतारा हाईस्कूल रेयोगी एटा: बेंच रे दुबेन तई केना
बीते छह महीनों की स्थिति भी चिंताजनक है।	सेनो: रेन छ: महीना रा: स्तिथि हो चिंताजनक मेना:
यह चर्चा भी दिनभर राजनीतिक गलियारों में रही।	ने चर्चा हो गोटा: हुलांग: राजनितिक गलियारा: रे तई केना:
दोनों काम के लिए फौरी ऊर्जा मिल सके।	बरन कामी लगिन फौरी ऊर्जा नम दड़ीयोगा
में खरीदारी के अच्छे मौके हैं।	रे कीरिंग रा: बेस मौका मेना:
जो भी उचित कार्यवाही होगी वह हम करेंगे।	जे गी उचित कार्यवाही होबावा एना अले अबू रिकायाइंग
राजा विरोधियों की बजाय चुनाव आयोग से परेशान हैं।	राजा विरोधी कोके बगीकयते चुनाव आयोग ते परेशान मेनाइका
यह प्रवीण पाण्डेय जी का ब्लॉग है।	नेया प्रवीण पांडेजी गा: ब्लॉग तना:
निदान उन्हें हुक्का भरने के काम में लगा दिया गया।	निदान इनी: के हुक्का फेरे: रे लगव तइजा
यह कार्य ग्रामीण यांत्रिकी विभाग द्वारा करवाया गया है।	ने कामी ग्रामीण यांत्रिका विभाग रिका: तनाको:
राज्य में नौकरशाह की चलती है।	राज्य रे नौकरशाह रा: चलाअवा:
यूपी एटीएस मुंबई एटीएस से लगातार संपर्क में है।	यूपी एटीस मुंबई एटीस ते लगातार संपर्क रे मेना:
साथ ही कितनी कि कैलोरी दिन में आपक आवश्यकता है।	ओड़ो चिमीन कैलोरी सिंगी रे अमके दरकार मेना:
समाचार के निदेशक को प्रस्तुत एन्ड्रेस	समाचार रा:निदेशक के एम् अड्रेस
पांचवां पुल आने पर हरियाणा की तरफ मुड़ जाना।	मोड़ेया पुल हिजु:रे हरियाणा पाड़ बीयुर को:में
बोध पूर्ण होने तक अध्ययन है।	बोध पूरव सन पढ़वन मेना:
शादी करुंगी लेकिन मां बनने के बाद	अड़दि नइंग एेन्गा बईएन रा: तयोम ते
नाम से कई आश्रम चल रहे है।	नुतुम ते चिमीनिंग आश्रम सेसेन तना
राजधानी में कोई कवि जिस भाषा के अंधकार में	राजधानी रे जन कवि ओकोन भाषा रा: नुबा: र
साइना ने अपने से ऊंची रैंकिंग वाली	सायना आया: ते चेतन रैंक नी:
इस खुशी में मिनी ने अपना बारहवां जन्मदिन मनाया।	ने रसिका रे मिनी दो आय: गेल बरिया: जन्मदिन मनातिंग केदा:
मुख्यमंत्री ने सुना और कार्रवाई का भरोसा दिलाया।	मुख्यमंत्री अयुम केदा: हर कार्यवाही रा: भरोसा ओम केदा:
इसे कटवाइए सब मुझे काटने को दौड़ते।	नि: के गोजीपे सोबेन को अइंग ह्ब को निरेया
सुनकर बताइये कैसा लगा यह गीत।	अयुम केते: उदबेम चिनका अटकर जाना ने दुरंग
तुम्हारी परीक्षा करना मेरे बस की बात नही है।	अमा: परीक्षा ईदी अइंग मुण्डी रा: नहला
वैसे यह मुलाकात बहुत कुछ कह गयी।	एनका ने मुलाकात चिमीनिंग कजी-कजी केदा:
और योग द्वारा शीघ्रता से प्रतीकात्मक भोग लेना।	ओड़ो योग ते जल्दी गी प्रतीकात्मक भोग ईदीया
निबंधन मुख्यालय ने जारी किया आदेश नोएडा।	निबंधन मुख्यालय जारी केदाय: आदेश नोएडा
राज्यपाल से महापौर श्रीमती किरणमयी नायक ने की सौजन्य भेंट	राज्यपाल ते महापौर श्रीमती किरणमयी नायक ओम केदा: सौजन्य भेंट
उत्पादन के समस्त पहलुओं पर विशेषज्ञ वार्तायें दी जाती है।	उत्पादन रा: सोबेन पहलु कोरे विशेषज्ञ कजी: एमोवा:
में स्वरोज सुर मंदिर की चर्चा	रे स्वरोज सुर मंदिर रा: चर्चा
मेरा मित्र हरीश कानपुर में काम करता था।	अइिंआ: गति हरीश कानपूर रे कमी तइना
में पोस्ट समाचार संबंधित। और पढ़ें »	रे पोस्ट समाचार सम्बंधित। ओड़ो पढ़व पे
मेडिकल कालेज में आकर आप पेस मेकर लगवा सकते हैं।	मेडिकल कॉलेज रे हिजु: केते: अम पेस मेकर लगव दड़ियम
तो मैं पापी नहीं हूँ।	दो आइंग पापी नहालाइंग
क्या राकेश सिन्हा से ज्यादा लोकतांत्रिक विभूति नारायण राय नहीं	चीना: राकेश सिन्हा ते थीमबा लोकतान्त्रिक विभूति नारायण नहालय
वाल्मीकि ने राहुल गांधी को लेकर बड़ा बयान दे दिया।	वालमीकि दो राहुल गाँधी के ईदीकेते बहुत बयान ओम केदा:
कि ये कैसे सम्भव हो गया।	दो नेया चिल्का संभव होबा: जन:
वीर हृदय हिल उठे मार लें भारतीय क्षण में मैदान।	वीर सुरूद हिलाओ जना लड़ाई पे भारतीय क्षण रे मैदान
इतना तो सोचा जा सकता है।	इमिन दो पहम दड़ीयोवा
अमरीका में ज़कात अदा करने में परेशानी	अमरीका रे जकात अदा लइ परेशानी
अगर कुछ नहीं लिखा है तो इसका मतलब सकारात्मक हुआ।	अगर जेतना: का ओला: कन रे दो नेया रा: मतलब सकरात्मक होबावा:
श्याम बरन के कन्हैया नाच उठे हैं।	श्याम बरन रेन कन्हैया सुसुन केनय
कवि सम्मेलनों में क्या होता है?	कवी सम्मेलन रे चीना: होबा: वा
एक स्थगित होते मुकदमे की तरह	मीयद रोकाव कन मुकदमा लेका
और ऊँच नीच गरीब अमीर किसी को मत छोङो।	ओड़ो चेतन-लतर रेंगे: किंसड: जेतय के आलोम बगिया:
उनकी ये भावनायें भी कई गजलों में महसूस होती हैं।	इनिअ: ने भावना को चिमीनिंग गजल को रे: अटकरो:वा
लकिन प्यार की कोई दवा नहीं है।	मगर दुलाड़ रा; जेतन रानू बनोवा
नालंदा अपने प्राचीन इतिहास के लिये विश्व प्रसिद्ध है।	नालंदा आया: मारी इतिहास लगिन विश्व प्रसिद्ध मेना:
वस्तुस्थिति का मार्मिक चित्रण करने की अद्भुत क्षमता है।	वस्तुस्तिथि रा: मार्मिक चित्रण रा: अद्भुत सेंडा: मेना:
अनेक शेरों के बीच में जंगली	चिमीनिंग शेर कोवा थला रे टोनंग
पहले सचिन को बहार करो बाद में युवराज या धोनी	सिदा सचिन के उड़ुगीपे ऐना: रा: तयोम युवराज चाहे धोनी
किसी ग़म से मेरे सीने की धड़कन थरथराती है	जन दुकू ते अइंआ कुड़ुम रा: धड़कन थरथरावा
बस में बहुत कम यात्री थे।	बस रे बहोत हुडिंग होडो को ताईकेना:
यह राधाजी की जन्म स्थली माना जाता है।	नेया राधा गा: जन्म ठयद् मनतििंगओवा
सही मायनों में वेद हमारी सभ्यता की आधारभूमिहै।	सरती कजी रे वेद अबुआ: सभ्यता रा: आधारभूमि तना:
नास्तिक लोग और नास्तिक दर्शन ईश्वर को झूठ मानते हैं।	सांवसार को हर सांवसार दर्शन सिंगबोंगा के बेदा को मनतिअ:
यह ज़िंदगी भी बड़ी अजीब चीज़ है।	ने जिनिद हो बेसे अजीब चीज़ तना:
हिचकी की आवाज बंद स्वास नाली के होते हुए	हिचकी रा: अयुम बंद सयंडी-नाड़ी ते होबाओ तन
हालांकि आधिकारिक रूप से सभी ने चुप्पी साध ली है।	एनका दो आधिकारिक रूप ते सोबेन को हप्पा जना: को
महारैली के लिए सभी तैयारियां पूरी हो चुकी हैं।	महरौली लगिन सोबेन तैयारी पूरा होबा: जना:
युवाओं ने मतदान करके जोश दिखाया	दंगड़ा-दंगडी को मतदान ओम केते: जोश को देखाओ केदा:
उस िदन क्लास ऐसेही चलता रहा।	एन हुलंग क्लास एन्का गी सेसेन तईकेना
देवताओं की मूर्तियां देवरथों में सजा दी गई हैं।	देवता कोआ: मूर्ति देवरूप कोरे: सजाव कना:
बाबा रामदेव के सहयोगी आचार्य बालकृष्ण फिर विवादों में हैं।	बाबा रामदेव गा: सहयोगी आचार्य बालकृष्ण ओड़ो विवाद रे मेना:इया
वह गरजता है और मसीही भयभीत हो जाते हैं।	इनी गरजव: वाय हर मसीही को बोरोयाको
तदनुसार जीवन गढना होता है।	एन लेका ते जिनिद बईएन होबावा
देश का गरीब किसान मजदूर अब पूंजीपतियों को सब्सिडी देगें।	दिशुम रेन रेंगे: किसान मजदुर को न: दो पूंजीपति को के सब्सिडी को ओमाकोवा
इस समय तक सामंतवाद ढहने के कगार पर था।	ने समय सन सामंतवाद उयुगेन रा: स्तिथि रे मेना:
बिना कुछ कहे लाईन झट से काट दी गई।	बेगर कजिते लाइन जल्दी गी हद केदा को
अगर मेरी सूचना सही है तो।	अगर अइंआ सुचना सरतीगी मेना: दो
मैं दरवाज़ा खुला छोड़ के गली में खड़ा हो गया।	आइिंग दुवार नि: केते होरा रेईींग तिंगू जना:
सवाल कुछ देर और रोकने का है।	सवाल कटी: देरी रोकव रा: मेना:
और आपकी इस स्थिति पर डिपेंड करेगा।	ओड़ो अमा: ने दशा रे सरियोगा
ऐसी लेटरल थिंकिंग से ही समस्या का समाधान आयेगा।	नेका लेटरल पहम तेगी समस्या को हलोवा:
बात सिर्फ होली या ईद की नहीं है।	कजी होलो ओड़ो ईद रा: भईर नहला
दांये या बांए बेला नेगी की पहली फिल्म है।	जोम हर लेंगा बेली नेगी गा: सिदा फिल्म तना:
यह सुनते ही चोर के हाथ से तसला छूट गया।	नेया अयुम केतेगी चोरगा: तीइ ते तसला बाग़ी जना:
संजय के बहाव के साथ अपने को छोड़ देता हूँ।	संजय गा: बहाव लोओ बागी कोवाइंग
क्षेत्रीय एकीकृत स्थायी रणनीतियों का उपयोग गुणात्मक	क्षेत्रीय एकीकृत स्थायी रणनीति कोरा: गुणात्मक उपयोग
सिंदूर और बिंदी लगाने पर फिकरे कसे जाते हैं।	सिंदूर ओड़ो बिंदी लगावेन रे फिकरा को कसावया
गुजरात के आनंद प्रांत में।	गुजरात रा: आनंद प्रान्त रे
गीता मिश्रा को घर भेज दिया जाता था।	गीता मिश्रा के ओड़ा: को कुल तई तइना
उनका कई बार तबादला भी हुआ।	इनिजा चिमीन सा बदली हो होबा: जना:
असली साधु का न कोई जाति होती है।	असली साधु रा: न दो जान जाती तइना
आपकी हर अदा को परखा जाता है।	अमा: सोबेन अदा: के को जाँचेया:
प्रकृति के अचंभों से रूबरू हुआ जाए।	प्रकृति रा: सोबन अदा: के को जाँचेया
चक्रधर एंड कंपनी आप सादर आमंत्रित हैं।	चक्रधर एन्ड कंपनी अपे के मइनते केड़ापे तनाले
कई प्रकार की जानकारी है।	सोबेन लेका: रा: जानकारी मेना:
जगपती ने आँखें दीवार पर गड़ाते हुए कहा।	जगपति दो मेद भीत रे गड़व केते कजी केदा:
इस दुख को बढ़ाने में मैं भी एक कड़ी हूं।	ने दुकू के बीढ़व रे आइंग हों मियद कड़ी तनीिंग
इसलिये यह बांध सिहावा बांध नहीं हो सकता।	ऐना मेनते ने बांध सिहावा बांध का होबा: दड़ीयोवा
युद्ध से ज़्यादा आत्महत्या से मरे ब्रितानी सैनिक	लड़ाई ते थीमबा आतमहत्या ते गोए: जनाको ब्रितानी सैनिक को
भगवान ये दिन किसी को न दिखाये।	भगवन ने दिन जेतान को के अलोय लेल रिकायका
वे गलत हैं या बेटा सही है।	इनीइ: गलत तनीइ: चाहे होन कोड़ा सही
वह श्री झालानी को देख भागने लगा लेकिन पकड़ा गया।	इनीइ श्री झालिनी के लेल केते नीर तइनाय मगर सब जनय
बिना अनुमति स्टेशन नहीं छोड़ सकता।	बेगर छुट्टी स्टेशन कय बगी दड़िया:
पुलिस घटना का कारण जानने में जुटी है।	पुलिस घटना रा: कारन सरीन लगिन जुटाव् कनय
राघन लखनपाल पर भाजपा हाईकमान की नजरें गडी है।	राघन लखनपाल रे भाजपा हाईकमान गा: मेद टिकाव् कना
बेचने और वापस उत्तर किराए पर?	अकरिंग ओड़ो रूव्ड़ उतर किराया रे
देश में इस बात की चर्चा बहुत होती है।	दिशुम रे ने जगर रा: चर्चा थीमबा होबावा
लाइलाज नहीं है ब्रेन डैमेज नई दिल्ली।	लाइलाज नहाला ब्रेन डैमेज नई दिल्ली
इसमें पेंशनरों की लंबित मांगों पर विचार किया।	नेया रे पेंशन कोवा लंबित मांग रे विचाईर केना को
हैं तो भी अमरीकी सहायता उन्हें मिलती रहेगी।	मेना कोरे हो अमरीकी मदइत इन्कु के नमोवा
मौसम विभाग के अनुसार रात को भी तेज बारिश होगी।	मौजम विभाग पायते अयुब रेयो: तेज दा: हिजुवा:
जानते जरूर होंगे लेकिन पहचान नहीं पाये।	सरियम मगर काय उरुम दड़ीजनाय
यह आमतौर पर के बाद अलग अलग महीने की एक	नेया आमतौर रा: तयोम एटा-एटा: चंडूउ: रा: मियाद
तो आप निसंकोच सम्पर्क कर सकते हैं।	हाँ दो अम बेगर संकोच केते संपर्क दड़ीयाम
यानी मैं उस मौन के शोर से परेशान हो जाता।	कारन ची नेल का दड़ीयोवा ऐनाते का बुझाओ दड़ीयोवा
झूठी शान के लिए कर्ज लेना पड़ सकता है।	झूठी शान लगिन ऊर्जा इदी दड़ीयोवा
आप इस गुत्थी को सुलझाने में हमारी मदद करें।	अम ने गुत्थी के सुलझाओ नंग अइिंग के मदइती में
डे केयर सेंटर के प्रबंधक ने कहा वसंत में	डे केयर सेंटर रेन प्रबंधक कजी केदाय बसंत रे
हुए शातिर बदमाश में बदल गया है?	शातिर बदमाश रे बदली जानय
या पुरुष ही पुरुष हो जायें।	या दो दंगड़ा-दंगड़ा गी होबाय काय
यह फालुन गोंग क्रियाओं का दूसरा संग्रह है।	नेया फालुन गोंग कामी रा: एटा: संग्रह तना:
उसमें भी आडवाणी का कही भी नाम नहीं है।	ऐना रे यो आडवाणी गा: जेता: रे नुतुम बनोवा
गौरतलब है कि चैपियंस ट्राफी का यह आखिरी संस्करण है।	गौरतलब मेना: ची चैंपियंस ट्रॉफी रा: नेया आखरी संस्करण तना:
प्रसन्नता से वह कुएँ में भी कूद पड़ती।	रसिका ते इनी: कुवा रेयो दोन दड़ीया
वे लोगों में अत्यधिक लोकप्रिय अम्पायरों में से रहे।	इनी: होड़ो कोरे बेसे लोकप्रिय अंपायर तईकेनाय
सैमसंग के इस फोन का नाम है गैलेक्सी राउंड।	सैमसंग गा: ने फोन रा: नुतूम तना: सैमसंग राउंड
शायद हम लेने का दरवाजा ही बंद कर दें।	ची अले इदी: रा: ने: दुवर गी ले हंडेद ता:
विजयादशमी विभिन्न राज्यों को जोडने वाली डोर	विजयदशमी एटा: एटा: राइज को के जोड़व् रा: बयर
हत्या का आरोप उनके शागिर्दों पर ही लगा।	गोए: रा: दोष आयाज होड़ो कोरेगी लगव जना
यह सूखी अवस्था में विस्फोटक होता है।	नेया रोहोड़ कन रे विस्फोट तइना
चाकू शैफू के सीधी तरफ पेट में जा घुसा।	चाकू शैफू गा: लयद रे बोलो: जना:
यह विधि तुम्हें पहुंचा सकती है।	ने विधि अमके सेटेर दड़ीया
रोगभ्रम चिकित्सा की एक महत्वपूर्ण और कठिन समस्या है।	रोगभ्रम चिकित्सा रा: मियद महत्वपूर्ण ओडो कठिन समस्या तना:
का अभिविन्यास और कार्यक्रम तथा परियोजना स्तरीय व अन्य	रा: अभीविन्यान्स ओडो कार्यक्रम हर परियोजना स्तरीय ओडो एटा
